(TURN_TO SATELLITE4 PHENOMENON8 GROUNDSTATION3)
(TURN_TO SATELLITE3 PLANET9 STAR1)
(CALIBRATE SATELLITE4 INSTRUMENT2 STAR11)
(TURN_TO SATELLITE4 PHENOMENON8 STAR11)
(TAKE_IMAGE SATELLITE4 PHENOMENON8 INSTRUMENT2 IMAGE4)
(TURN_TO SATELLITE1 STAR16 STAR11)
(CALIBRATE SATELLITE1 INSTRUMENT4 STAR16)
(TURN_TO SATELLITE1 STAR11 STAR16)
(TAKE_IMAGE SATELLITE1 STAR11 INSTRUMENT4 INFRARED0)
(TURN_TO SATELLITE2 PHENOMENON14 PHENOMENON13)
(TURN_TO SATELLITE4 STAR2 PHENOMENON8)
(TURN_TO SATELLITE2 PHENOMENON13 PHENOMENON14)
(TAKE_IMAGE SATELLITE4 STAR2 INSTRUMENT2 IMAGE4)
(TAKE_IMAGE SATELLITE2 PHENOMENON13 INSTRUMENT9 IMAGE2)
(TURN_TO SATELLITE2 PLANET9 PHENOMENON13)
(TAKE_IMAGE SATELLITE2 PLANET9 INSTRUMENT9 IMAGE2)
(TURN_TO SATELLITE2 STAR7 PLANET9)
(TAKE_IMAGE SATELLITE2 STAR7 INSTRUMENT9 IMAGE2)
(TURN_TO SATELLITE1 PLANET10 STAR11)
