(WALK DRIVER1 S11 P8-11)
(WALK DRIVER1 P8-11 S6)
(LOAD-TRUCK PACKAGE2 TRUCK3 S10)
(DRIVE-TRUCK TRUCK3 S9 S5 DRIVER1)
(LOAD-TRUCK PACKAGE3 TRUCK3 S5)
(DRIVE-TRUCK TRUCK3 S5 S2 DRIVER1)
(UNLOAD-TRUCK PACKAGE3 TRUCK3 S2)
(DRIVE-TRUCK TRUCK3 S2 S0 DRIVER1)
(DRIVE-TRUCK TRUCK3 S11 S7 DRIVER1)
(DISEMBARK-TRUCK DRIVER1 TRUCK3 S1)
(WALK DRIVER2 P0-2 S7)
(DRIVE-TRUCK TRUCK2 S1 S3 DRIVER1)
(WALK DRIVER2 S7 P3-1)
(WALK DRIVER2 P3-1 S1)
(BOARD-TRUCK DRIVER2 TRUCK3 S1)
(LOAD-TRUCK PACKAGE6 TRUCK2 S5)
(DRIVE-TRUCK TRUCK2 S5 S3 DRIVER1)
