(BOARD-TRUCK DRIVER1 TRUCK2 S6)
(DRIVE-TRUCK TRUCK2 S6 S0 DRIVER1)
(DISEMBARK-TRUCK DRIVER1 TRUCK2 S0)
(BOARD-TRUCK DRIVER1 TRUCK3 S0)
(DRIVE-TRUCK TRUCK3 S0 S3 DRIVER1)
(LOAD-TRUCK PACKAGE2 TRUCK3 S3)
(DRIVE-TRUCK TRUCK3 S3 S5 DRIVER1)
(LOAD-TRUCK PACKAGE5 TRUCK3 S5)
(LOAD-TRUCK PACKAGE4 TRUCK3 S5)
(LOAD-TRUCK PACKAGE1 TRUCK3 S5)
(DRIVE-TRUCK TRUCK3 S5 S2 DRIVER1)
(UNLOAD-TRUCK PACKAGE5 TRUCK3 S2)
(UNLOAD-TRUCK PACKAGE1 TRUCK3 S2)
(WALK DRIVER3 S7 P8-5)
(DRIVE-TRUCK TRUCK3 S2 S3 DRIVER1)
(UNLOAD-TRUCK PACKAGE4 TRUCK3 S3)
(DRIVE-TRUCK TRUCK3 S3 S0 DRIVER1)
(UNLOAD-TRUCK PACKAGE2 TRUCK3 S0)
(DRIVE-TRUCK TRUCK3 S0 S5 DRIVER1)
(WALK DRIVER3 P8-5 S9)
(BOARD-TRUCK DRIVER3 TRUCK1 S9)
(DRIVE-TRUCK TRUCK1 S9 S4 DRIVER3)
(DISEMBARK-TRUCK DRIVER3 TRUCK1 S4)
(WALK DRIVER3 S4 P1-2)
(WALK DRIVER3 P1-2 S3)
