(FLY PLANE3 CITY5 CITY0 FL5 FL4)
(BOARD PERSON3 PLANE3 CITY1)
(DEBARK PERSON3 PLANE3 CITY4)
(BOARD PERSON1 PLANE2 CITY2)
(BOARD PERSON6 PLANE1 CITY3)
(BOARD PERSON5 PLANE1 CITY3)
(FLY PLANE2 CITY2 CITY1 FL4 FL3)
(DEBARK PERSON1 PLANE2 CITY1)
(REFUEL PLANE1 CITY3 FL0 FL1)
(FLY PLANE3 CITY4 CITY3 FL2 FL1)
(DEBARK PERSON7 PLANE3 CITY3)
(FLY PLANE1 CITY3 CITY4 FL1 FL0)
(DEBARK PERSON8 PLANE1 CITY4)
(FLY PLANE1 CITY4 CITY5 FL1 FL0)
(REFUEL PLANE1 CITY5 FL0 FL1)
(BOARD PERSON2 PLANE1 CITY5)
(FLY PLANE1 CITY5 CITY0 FL1 FL0)
(DEBARK PERSON6 PLANE1 CITY0)
(DEBARK PERSON2 PLANE1 CITY0)
(BOARD PERSON4 PLANE1 CITY0)
(FLY PLANE1 CITY0 CITY2 FL1 FL0)
(DEBARK PERSON4 PLANE1 CITY2)
