(LOAD-TRUCK PACKAGE7 TRUCK1 S0)
(LOAD-TRUCK PACKAGE5 TRUCK1 S0)
(LOAD-TRUCK PACKAGE4 TRUCK1 S0)
(LOAD-TRUCK PACKAGE2 TRUCK1 S0)
(WALK DRIVER3 S1 P1-2)
(WALK DRIVER3 P1-2 S0)
(BOARD-TRUCK DRIVER3 TRUCK1 S0)
(DRIVE-TRUCK TRUCK1 S0 S2 DRIVER3)
(UNLOAD-TRUCK PACKAGE5 TRUCK1 S2)
(UNLOAD-TRUCK PACKAGE2 TRUCK1 S2)
(BOARD-TRUCK DRIVER2 TRUCK2 S1)
(DRIVE-TRUCK TRUCK1 S2 S1 DRIVER3)
(UNLOAD-TRUCK PACKAGE7 TRUCK1 S1)
(LOAD-TRUCK PACKAGE6 TRUCK1 S1)
(UNLOAD-TRUCK PACKAGE4 TRUCK1 S1)
(LOAD-TRUCK PACKAGE3 TRUCK1 S1)
(DRIVE-TRUCK TRUCK1 S1 S0 DRIVER3)
(UNLOAD-TRUCK PACKAGE6 TRUCK1 S0)
(UNLOAD-TRUCK PACKAGE3 TRUCK1 S0)
(DRIVE-TRUCK TRUCK2 S1 S2 DRIVER2)
(DRIVE-TRUCK TRUCK1 S0 S1 DRIVER3)
(DISEMBARK-TRUCK DRIVER3 TRUCK1 S1)
(BOARD-TRUCK DRIVER3 TRUCK3 S1)
(DRIVE-TRUCK TRUCK3 S1 S0 DRIVER3)
(DISEMBARK-TRUCK DRIVER2 TRUCK2 S2)
(WALK DRIVER1 S2 P3-9)
(WALK DRIVER1 P3-9 S1)
