(TURN_TO SATELLITE4 PLANET5 STAR0)
(TURN_TO SATELLITE3 PLANET9 STAR16)
(TURN_TO SATELLITE0 STAR15 PLANET9)
(CALIBRATE SATELLITE0 INSTRUMENT2 STAR15)
(TURN_TO SATELLITE0 PHENOMENON14 STAR15)
(TAKE_IMAGE SATELLITE0 PHENOMENON14 INSTRUMENT2 IMAGE4)
(TAKE_IMAGE SATELLITE0 STAR12 INSTRUMENT2 INFRARED3)
(TURN_TO SATELLITE0 STAR7 STAR12)
(TAKE_IMAGE SATELLITE0 STAR7 INSTRUMENT2 IMAGE4)
(TURN_TO SATELLITE1 STAR0 PHENOMENON8)
(CALIBRATE SATELLITE1 INSTRUMENT1 STAR0)
(TURN_TO SATELLITE1 PLANET9 STAR0)
(TAKE_IMAGE SATELLITE1 PLANET9 INSTRUMENT1 IMAGE4)
(TURN_TO SATELLITE1 PLANET10 STAR15)
