(WALK DRIVER3 S6 P2-0)
(WALK DRIVER3 P2-0 S5)
(BOARD-TRUCK DRIVER3 TRUCK3 S5)
(DRIVE-TRUCK TRUCK3 S5 S3 DRIVER3)
(LOAD-TRUCK PACKAGE3 TRUCK3 S3)
(DRIVE-TRUCK TRUCK3 S3 S9 DRIVER3)
(LOAD-TRUCK PACKAGE2 TRUCK3 S9)
(DRIVE-TRUCK TRUCK3 S9 S1 DRIVER3)
(LOAD-TRUCK PACKAGE5 TRUCK3 S1)
(LOAD-TRUCK PACKAGE1 TRUCK3 S1)
(DRIVE-TRUCK TRUCK3 S1 S0 DRIVER3)
(UNLOAD-TRUCK PACKAGE2 TRUCK3 S0)
(UNLOAD-TRUCK PACKAGE1 TRUCK3 S0)
(DRIVE-TRUCK TRUCK3 S0 S4 DRIVER3)
(UNLOAD-TRUCK PACKAGE3 TRUCK3 S4)
(DRIVE-TRUCK TRUCK3 S4 S3 DRIVER3)
(UNLOAD-TRUCK PACKAGE5 TRUCK3 S3)
(WALK DRIVER2 S2 P4-6)
(WALK DRIVER2 P4-6 S7)
(WALK DRIVER2 S7 P0-8)
(WALK DRIVER2 P0-8 S0)
