(TURN_TO SATELLITE3 STAR3 STAR4)
(TURN_TO SATELLITE2 PHENOMENON13 STAR2)
(TURN_TO SATELLITE0 PHENOMENON6 PHENOMENON13)
(TURN_TO SATELLITE1 PHENOMENON12 PHENOMENON8)
(CALIBRATE SATELLITE1 INSTRUMENT1 PHENOMENON12)
(TAKE_IMAGE SATELLITE1 PHENOMENON8 INSTRUMENT1 IMAGE2)
(TURN_TO SATELLITE1 PLANET5 PHENOMENON8)
(TAKE_IMAGE SATELLITE1 PLANET5 INSTRUMENT1 IMAGE2)
(TURN_TO SATELLITE1 STAR9 PLANET5)
(TAKE_IMAGE SATELLITE1 STAR9 INSTRUMENT1 IMAGE3)
(TURN_TO SATELLITE0 GROUNDSTATION1 PHENOMENON6)
(CALIBRATE SATELLITE0 INSTRUMENT10 GROUNDSTATION1)
(TURN_TO SATELLITE0 PHENOMENON6 GROUNDSTATION1)
(TAKE_IMAGE SATELLITE0 PHENOMENON6 INSTRUMENT10 IMAGE4)
(TURN_TO SATELLITE0 PHENOMENON7 PHENOMENON6)
(TAKE_IMAGE SATELLITE0 PLANET10 INSTRUMENT10 IMAGE4)
