(LOAD-TRUCK PACKAGE4 TRUCK2 S1)
(WALK DRIVER2 S9 P9-4)
(WALK DRIVER2 P9-4 S0)
(BOARD-TRUCK DRIVER2 TRUCK3 S0)
(DRIVE-TRUCK TRUCK3 S0 S3 DRIVER2)
(LOAD-TRUCK PACKAGE1 TRUCK3 S3)
(DRIVE-TRUCK TRUCK3 S3 S7 DRIVER2)
(DRIVE-TRUCK TRUCK3 S7 S5 DRIVER2)
(UNLOAD-TRUCK PACKAGE1 TRUCK3 S5)
(DRIVE-TRUCK TRUCK3 S5 S7 DRIVER2)
(DRIVE-TRUCK TRUCK3 S7 S6 DRIVER2)
(DISEMBARK-TRUCK DRIVER2 TRUCK3 S6)
(WALK DRIVER2 S6 P8-11)
(WALK DRIVER2 P8-11 S11)
(WALK DRIVER2 S11 P8-5)
(WALK DRIVER2 P8-5 S1)
(BOARD-TRUCK DRIVER2 TRUCK2 S1)
(WALK DRIVER1 S11 P8-5)
(DRIVE-TRUCK TRUCK2 S1 S6 DRIVER2)
(WALK DRIVER1 P8-5 S1)
(DRIVE-TRUCK TRUCK2 S6 S11 DRIVER2)
(LOAD-TRUCK PACKAGE6 TRUCK2 S11)
(DRIVE-TRUCK TRUCK2 S11 S4 DRIVER2)
(UNLOAD-TRUCK PACKAGE6 TRUCK2 S4)
(UNLOAD-TRUCK PACKAGE4 TRUCK2 S4)
(DRIVE-TRUCK TRUCK2 S4 S10 DRIVER2)
