(LOAD-TRUCK PACKAGE1 TRUCK3 S7)
(WALK DRIVER1 S0 P4-7)
(WALK DRIVER1 P4-7 S1)
(WALK DRIVER2 S0 P2-0)
(WALK DRIVER2 P2-0 S8)
(WALK DRIVER2 S8 P0-2)
(WALK DRIVER2 P0-2 S7)
(BOARD-TRUCK DRIVER2 TRUCK3 S7)
(DRIVE-TRUCK TRUCK3 S7 S6 DRIVER2)
(LOAD-TRUCK PACKAGE5 TRUCK3 S6)
(DRIVE-TRUCK TRUCK3 S6 S0 DRIVER2)
(BOARD-TRUCK DRIVER1 TRUCK1 S1)
(DRIVE-TRUCK TRUCK1 S1 S5 DRIVER1)
(UNLOAD-TRUCK PACKAGE1 TRUCK3 S0)
(WALK DRIVER3 S4 P3-2)
(WALK DRIVER3 P3-2 S0)
(WALK DRIVER3 S0 P4-7)
(WALK DRIVER3 P4-7 S1)
(DRIVE-TRUCK TRUCK1 S5 S2 DRIVER1)
(LOAD-TRUCK PACKAGE4 TRUCK1 S2)
(DRIVE-TRUCK TRUCK1 S2 S9 DRIVER1)
(DRIVE-TRUCK TRUCK1 S9 S8 DRIVER1)
(DRIVE-TRUCK TRUCK3 S0 S3 DRIVER2)
(LOAD-TRUCK PACKAGE3 TRUCK1 S8)
(DRIVE-TRUCK TRUCK1 S8 S4 DRIVER1)
(UNLOAD-TRUCK PACKAGE4 TRUCK1 S4)
(UNLOAD-TRUCK PACKAGE3 TRUCK1 S4)
(DRIVE-TRUCK TRUCK1 S4 S6 DRIVER1)
(UNLOAD-TRUCK PACKAGE5 TRUCK3 S3)
