(WALK DRIVER1 S2 P0-1)
(WALK DRIVER1 P0-1 S3)
(LOAD-TRUCK PACKAGE6 TRUCK2 S2)
(DRIVE-TRUCK TRUCK2 S2 S3 DRIVER1)
(DRIVE-TRUCK TRUCK2 S3 S11 DRIVER1)
(DRIVE-TRUCK TRUCK2 S11 S8 DRIVER1)
(UNLOAD-TRUCK PACKAGE4 TRUCK2 S0)
(DRIVE-TRUCK TRUCK2 S10 S2 DRIVER1)
(UNLOAD-TRUCK PACKAGE3 TRUCK2 S2)
(UNLOAD-TRUCK PACKAGE1 TRUCK2 S7)
(UNLOAD-TRUCK PACKAGE2 TRUCK2 S10)
(BOARD-TRUCK DRIVER1 TRUCK2 S10)
(DRIVE-TRUCK TRUCK2 S10 S5 DRIVER1)
(DRIVE-TRUCK TRUCK2 S5 S9 DRIVER1)
(WALK DRIVER2 S6 P2-3)
(WALK DRIVER1 S9 P4-6)
(DRIVE-TRUCK TRUCK3 S0 S1 DRIVER1)
(WALK DRIVER2 P4-7 S10)
(DISEMBARK-TRUCK DRIVER1 TRUCK3 S10)
(BOARD-TRUCK DRIVER2 TRUCK3 S10)
(DRIVE-TRUCK TRUCK3 S10 S4 DRIVER2)
(BOARD-TRUCK DRIVER1 TRUCK1 S10)
(DRIVE-TRUCK TRUCK1 S10 S0 DRIVER1)
(UNLOAD-TRUCK PACKAGE2 TRUCK1 S0)
(DRIVE-TRUCK TRUCK1 S0 S10 DRIVER1)
